mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.36,"7km WNW of Cobb, CA",1652292428710,1652300051556,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732211&format=geojson,,,,,automatic,0,2,nc,73732211,",nc73732211,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01155,0.01,105.0,md,earthquake,"M 0.4 - 7km WNW of Cobb, CA"
-0.62,"38 km NNE of Amboy, Washington",1652291797010,1652308782390,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61830457&format=geojson,,,,,reviewed,0,0,uw,61830457,",uw61830457,",",uw,",",origin,phase-data,",8.0,0.005736,0.1,132.0,md,earthquake,"M -0.6 - 38 km NNE of Amboy, Washington"
5.1,"Kermadec Islands, New Zealand",1652291007555,1652297765040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hkeu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hkeu&format=geojson,,,,,reviewed,0,400,us,6000hkeu,",us6000hkeu,",",us,",",origin,phase-data,",,1.137,1.05,71.0,mb,earthquake,"M 5.1 - Kermadec Islands, New Zealand"
0.73,"20km ESE of Anza, CA",1652290946190,1652294737081,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015703&format=geojson,,,,,reviewed,0,8,ci,40015703,",ci40015703,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.05243,0.18,75.0,ml,earthquake,"M 0.7 - 20km ESE of Anza, CA"
0.55,"7km ENE of Anza, CA",1652290571120,1652295000572,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015695&format=geojson,,,,,reviewed,0,5,ci,40015695,",ci40015695,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01305,0.07,90.0,ml,earthquake,"M 0.6 - 7km ENE of Anza, CA"
1.2,"12 km WSW of Point Possession, Alaska",1652290374822,1652291254034,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260xptal,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260xptal&format=geojson,,,,,automatic,0,22,ak,02260xptal,",ak02260xptal,",",ak,",",origin,phase-data,",,,0.97,,ml,earthquake,"M 1.2 - 12 km WSW of Point Possession, Alaska"
1.51,"4km SE of Home Gardens, CA",1652290297630,1652294671696,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015679&format=geojson,,,,,reviewed,0,35,ci,40015679,",ci40015679,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.0549,0.11,52.0,ml,quarry blast,"M 1.5 Quarry Blast - 4km SE of Home Gardens, CA"
1.0,"11km SSW of Searles Valley, CA",1652290210120,1652294043623,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015687&format=geojson,,,,,reviewed,0,15,ci,40015687,",ci40015687,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.09231,0.1,135.0,mh,earthquake,"M 1.0 - 11km SSW of Searles Valley, CA"
2.13000011,"7 km E of P?hala, Hawaii",1652290104230,1652290378480,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009602,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009602&format=geojson,,,,,automatic,0,70,hv,73009602,",hv73009602,",",hv,",",origin,phase-data,",39.0,,0.140000001,160.0,md,earthquake,"M 2.1 - 7 km E of P?hala, Hawaii"
5.0,"100 km SSW of Banda Aceh, Indonesia",1652290061034,1652298128040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8nd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8nd&format=geojson,,,,,reviewed,0,385,us,7000h8nd,",us7000h8nd,",",us,",",origin,phase-data,",,4.198,0.67,68.0,mww,earthquake,"M 5.0 - 100 km SSW of Banda Aceh, Indonesia"
0.7,"2km SW of Cobb, CA",1652290006850,1652296872204,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732201&format=geojson,,,,,automatic,0,8,nc,73732201,",nc73732201,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.02162,0.02,130.0,md,earthquake,"M 0.7 - 2km SW of Cobb, CA"
1.1,"61 km WSW of Anchor Point, Alaska",1652289812637,1652289982380,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260xntyn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260xntyn&format=geojson,,,,,automatic,0,19,ak,02260xntyn,",ak02260xntyn,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.1 - 61 km WSW of Anchor Point, Alaska"
2.28,"20km SSE of Salton City, CA",1652289582950,1652293897130,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015663&format=geojson,,,,,reviewed,0,80,ci,40015663,",ci40015663,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",85.0,0.04056,0.21,26.0,ml,earthquake,"M 2.3 - 20km SSE of Salton City, CA"
-0.56,"21 km W of Dutch Harbor, Alaska",1652288970800,1652337515070,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058248&format=geojson,,,,,reviewed,0,0,av,91058248,",av91058248,",",av,",",origin,phase-data,",5.0,,0.05,158.0,ml,earthquake,"M -0.6 - 21 km W of Dutch Harbor, Alaska"
-0.2,"44 km ESE of Beatty, Nevada",1652287989319,1652323095223,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838750,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838750&format=geojson,,,,,reviewed,0,0,nn,00838750,",nn00838750,",",nn,",",origin,phase-data,",10.0,0.072,0.0637,136.93,ml,earthquake,"M -0.2 - 44 km ESE of Beatty, Nevada"
0.83,"10km ENE of Cloverdale, CA",1652287750280,1652294411955,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732191&format=geojson,,,,,automatic,0,11,nc,73732191,",nc73732191,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01414,0.03,139.0,md,earthquake,"M 0.8 - 10km ENE of Cloverdale, CA"
3.5,"19 km SW of Nikolski, Alaska",1652287663932,1652309136040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hkfb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hkfb&format=geojson,,,2.747,,reviewed,0,188,us,6000hkfb,",ak02260x7kge,us6000hkfb,",",ak,us,",",origin,phase-data,shakemap,",,0.205,0.58,191.0,mb,earthquake,"M 3.5 - 19 km SW of Nikolski, Alaska"
2.58,"26 km E of Honaunau-Napoopoo, Hawaii",1652287603910,1652308686040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009567&format=geojson,,,,,reviewed,0,102,hv,73009567,",us7000h8n5,hv73009567,",",us,hv,",",origin,phase-data,",36.0,,0.16,90.0,ml,earthquake,"M 2.6 - 26 km E of Honaunau-Napoopoo, Hawaii"
-1.11,"10 km W of Akutan, Alaska",1652287299990,1652337028250,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058243&format=geojson,,,,,reviewed,0,0,av,91058243,",av91058243,",",av,",",origin,phase-data,",8.0,,0.28,75.0,ml,earthquake,"M -1.1 - 10 km W of Akutan, Alaska"
0.85,"6km W of Cobb, CA",1652287003800,1652292851794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732186&format=geojson,,,,,automatic,0,11,nc,73732186,",nc73732186,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01003,0.08,82.0,md,earthquake,"M 0.9 - 6km W of Cobb, CA"
-1.31,"12 km W of Akutan, Alaska",1652286402390,1652336601710,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058238&format=geojson,,,,,reviewed,0,0,av,91058238,",av91058238,",",av,",",origin,phase-data,",7.0,,0.09,79.0,ml,earthquake,"M -1.3 - 12 km W of Akutan, Alaska"
-1.33,"12 km W of Akutan, Alaska",1652286387880,1652336240340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058233,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058233&format=geojson,,,,,reviewed,0,0,av,91058233,",av91058233,",",av,",",origin,phase-data,",7.0,,0.26,76.0,ml,earthquake,"M -1.3 - 12 km W of Akutan, Alaska"
-0.82,"21 km W of Dutch Harbor, Alaska",1652286136460,1652335949240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058228,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058228&format=geojson,,,,,reviewed,0,0,av,91058228,",av91058228,",",av,",",origin,phase-data,",5.0,,0.08,160.0,ml,earthquake,"M -0.8 - 21 km W of Dutch Harbor, Alaska"
4.8,"224 km SE of Sarangani, Philippines",1652286011986,1652287324040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8n2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8n2&format=geojson,,,,,reviewed,0,354,us,7000h8n2,",us7000h8n2,",",us,",",origin,phase-data,",,3.047,0.66,86.0,mww,earthquake,"M 4.8 - 224 km SE of Sarangani, Philippines"
3.1,"36 km WSW of Mentone, Texas",1652285428238,1652289045634,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jetj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jetj&format=geojson,,,,,reviewed,0,148,tx,2022jetj,",us7000h8mz,tx2022jetj,",",us,tx,",",origin,phase-data,",18.0,0.2524650313,0.2,87.0,ml,earthquake,"M 3.1 - 36 km WSW of Mentone, Texas"
0.6,"7 km ENE of Skwentna, Alaska",1652284661834,1652284840405,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260wo9t3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260wo9t3&format=geojson,,,,,automatic,0,6,ak,02260wo9t3,",ak02260wo9t3,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 0.6 - 7 km ENE of Skwentna, Alaska"
0.84,"6km S of Idyllwild, CA",1652284638440,1652286302466,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015631&format=geojson,,,,,reviewed,0,11,ci,40015631,",ci40015631,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",38.0,0.02651,0.14,87.0,ml,earthquake,"M 0.8 - 6km S of Idyllwild, CA"
0.39,"22km SSW of La Quinta, CA",1652284047450,1652286101128,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40015623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40015623&format=geojson,,,,,reviewed,0,2,ci,40015623,",ci40015623,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03912,0.14,83.0,ml,earthquake,"M 0.4 - 22km SSW of La Quinta, CA"
4.1,"8 km NNW of Gura Teghii, Romania",1652283985904,1652308354040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8lt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8lt&format=geojson,,,,,reviewed,0,259,us,7000h8lt,",us7000h8lt,",",us,",",origin,phase-data,",,0.307,0.92,32.0,mb,earthquake,"M 4.1 - 8 km NNW of Gura Teghii, Romania"
0.36,"7km W of Cobb, CA",1652283903960,1652291292629,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732181&format=geojson,,,,,automatic,0,2,nc,73732181,",nc73732181,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.01103,0.03,215.0,md,earthquake,"M 0.4 - 7km W of Cobb, CA"
0.83,"2km NW of The Geysers, CA",1652283191290,1652287993478,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732171&format=geojson,,,,,automatic,0,11,nc,73732171,",nc73732171,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01419,0.03,80.0,md,earthquake,"M 0.8 - 2km NW of The Geysers, CA"
5.0,"44 km N of Tocopilla, Chile",1652282475560,1652303753146,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8ls,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8ls&format=geojson,4.0,2.6,,,reviewed,0,386,us,7000h8ls,",us7000h8ls,",",us,",",dyfi,origin,phase-data,",,0.49,0.56,131.0,mww,earthquake,"M 5.0 - 44 km N of Tocopilla, Chile"
1.72,"8 km NNW of Panguitch, Utah",1652282293640,1652283284240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497332&format=geojson,,,,,reviewed,0,46,uu,60497332,",uu60497332,",",uu,",",origin,phase-data,",20.0,0.4567,0.2,86.0,ml,earthquake,"M 1.7 - 8 km NNW of Panguitch, Utah"
2.07,"Rat Islands, Aleutian Islands, Alaska",1652282249660,1652335431410,,https://earthquake.usgs.gov/earthquakes/eventpage/av91557966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91557966&format=geojson,,,,,reviewed,0,66,av,91557966,",av91557966,",",av,",",origin,phase-data,",4.0,,0.15,341.0,ml,earthquake,"M 2.1 - Rat Islands, Aleutian Islands, Alaska"
1.11,"11km SSW of Valencia, CA",1652282089120,1652291980281,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256272&format=geojson,,,,,reviewed,0,19,ci,40256272,",ci40256272,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03186,0.22,90.0,ml,earthquake,"M 1.1 - 11km SSW of Valencia, CA"
-1.46,"12 km W of Akutan, Alaska",1652281513490,1652335310850,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058223&format=geojson,,,,,reviewed,0,0,av,91058223,",av91058223,",",av,",",origin,phase-data,",6.0,,0.22,92.0,ml,earthquake,"M -1.5 - 12 km W of Akutan, Alaska"
2.4,"34 km NNW of Toyah, Texas",1652281387533,1652346988092,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jere,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jere&format=geojson,,,,,reviewed,0,89,tx,2022jere,",tx2022jere,",",tx,",",origin,phase-data,",11.0,0.1042575036,0.2,61.0,ml,earthquake,"M 2.4 - 34 km NNW of Toyah, Texas"
0.9,"10 km W of Point MacKenzie, Alaska",1652280681747,1652280795633,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260w1icu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260w1icu&format=geojson,,,,,automatic,0,12,ak,02260w1icu,",ak02260w1icu,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 0.9 - 10 km W of Point MacKenzie, Alaska"
0.84,"6km NW of The Geysers, CA",1652280600230,1652286563199,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732166&format=geojson,,,,,automatic,0,11,nc,73732166,",nc73732166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.009382,0.01,61.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.43,"13km WNW of Anza, CA",1652280130510,1652291400403,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256264&format=geojson,,,,,reviewed,0,3,ci,40256264,",ci40256264,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0333,0.09,93.0,ml,earthquake,"M 0.4 - 13km WNW of Anza, CA"
2.28,"10km SSW of Valencia, CA",1652279792960,1652290549460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256256&format=geojson,,,,,reviewed,0,80,ci,40256256,",ci40256256,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",84.0,0.03522,0.22,21.0,ml,earthquake,"M 2.3 - 10km SSW of Valencia, CA"
2.3,"21 km NW of Stanton, Texas",1652279701687,1652424589210,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jeqg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jeqg&format=geojson,,,,,reviewed,0,81,tx,2022jeqg,",tx2022jeqg,",",tx,",",origin,phase-data,",14.0,0.047644207,0.1,63.0,ml,earthquake,"M 2.3 - 21 km NW of Stanton, Texas"
0.74,"7km W of Cobb, CA",1652279413340,1652284041977,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732156&format=geojson,,,,,automatic,0,8,nc,73732156,",nc73732156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008684,0.03,74.0,md,earthquake,"M 0.7 - 7km W of Cobb, CA"
0.0,"51 km ESE of Beatty, Nevada",1652279384014,1652323074205,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838724,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838724&format=geojson,,,,,reviewed,0,0,nn,00838724,",nn00838724,",",nn,",",origin,phase-data,",8.0,0.052,0.07,110.16,ml,earthquake,"M 0.0 - 51 km ESE of Beatty, Nevada"
0.45,"3km W of Cobb, CA",1652279092620,1652282475815,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732151&format=geojson,,,,,automatic,0,3,nc,73732151,",nc73732151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01032,0.01,123.0,md,earthquake,"M 0.5 - 3km W of Cobb, CA"
5.2,"43 km ESE of Port-Olry, Vanuatu",1652278814863,1652363221040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8li,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8li&format=geojson,,,,,reviewed,0,416,us,7000h8li,",us7000h8li,",",us,",",origin,phase-data,",,0.319,0.85,42.0,mww,earthquake,"M 5.2 - 43 km ESE of Port-Olry, Vanuatu"
2.29,"8 km E of P?hala, Hawaii",1652278632720,1652278963520,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009462&format=geojson,,,,,automatic,0,81,hv,73009462,",hv73009462,",",hv,",",origin,phase-data,",42.0,,0.129999995,161.0,ml,earthquake,"M 2.3 - 8 km E of P?hala, Hawaii"
0.9,"29 km SSE of Mina, Nevada",1652278526448,1652323072074,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838720&format=geojson,,,,,reviewed,0,12,nn,00838720,",nn00838720,",",nn,",",origin,phase-data,",13.0,0.015,0.0833,137.47,ml,earthquake,"M 0.9 - 29 km SSE of Mina, Nevada"
2.64,"7 km SSE of P?hala, Hawaii",1652278273080,1652302951180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009452&format=geojson,,,,,reviewed,0,107,hv,73009452,",hv73009452,",",hv,",",origin,phase-data,",51.0,,0.12,169.0,md,earthquake,"M 2.6 - 7 km SSE of P?hala, Hawaii"
4.9,Banda Sea,1652278127786,1652279145040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8ld,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8ld&format=geojson,,,,,reviewed,0,369,us,7000h8ld,",us7000h8ld,",",us,",",origin,phase-data,",,1.859,0.44,40.0,mww,earthquake,M 4.9 - Banda Sea
1.48,"11km SW of Valencia, CA",1652277949950,1652288863221,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256232&format=geojson,,,,,reviewed,0,34,ci,40256232,",ci40256232,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.03647,0.23,90.0,ml,earthquake,"M 1.5 - 11km SW of Valencia, CA"
0.55,"55 km NE of Kenny Lake, Alaska",1652277458440,1652334688570,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058218,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058218&format=geojson,,,,,reviewed,0,5,av,91058218,",av91058218,",",av,",",origin,phase-data,",4.0,,0.11,231.0,ml,earthquake,"M 0.6 - 55 km NE of Kenny Lake, Alaska"
1.7,"17 km S of Whittier, Alaska",1652276887868,1652277060491,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260vfej6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260vfej6&format=geojson,,,,,automatic,0,44,ak,02260vfej6,",ak02260vfej6,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.7 - 17 km S of Whittier, Alaska"
1.5,"35 km S of Silver Gate, Montana",1652276315310,1652310943470,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497327&format=geojson,4.0,2.2,,,reviewed,0,35,uu,60497327,",uu60497327,",",uu,",",dyfi,origin,phase-data,",7.0,0.09678,0.16,99.0,md,earthquake,"M 1.5 - 35 km S of Silver Gate, Montana"
0.83,"14km NNE of Cabazon, CA",1652276125770,1652288118691,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256216&format=geojson,,,,,reviewed,0,11,ci,40256216,",ci40256216,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.0669,0.13,150.0,ml,earthquake,"M 0.8 - 14km NNE of Cabazon, CA"
4.22,"36 km S of Silver Gate, Montana",1652275922230,1652401752474,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497322&format=geojson,47.0,4.6,4.398,green,reviewed,0,296,uu,60497322,",uu60497322,us7000h8kv,",",uu,us,",",dyfi,losspager,origin,phase-data,shakemap,",29.0,0.07345,0.22,113.0,ml,earthquake,"M 4.2 - 36 km S of Silver Gate, Montana"
1.97,"11km SW of Valencia, CA",1652275145500,1652287197390,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256208&format=geojson,,,,,reviewed,0,60,ci,40256208,",ci40256208,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",58.0,0.03833,0.23,75.0,ml,earthquake,"M 2.0 - 11km SW of Valencia, CA"
